Realization Number,Raleigh Average Weekly Release Volume (MGW),Durham Average Weekly Buyback Volume (MGW),Total Realization Cost of Releases to Raleigh,Total Realization Cost of Releases to Durham,Raleigh Average Weekly Transfer Volume (MGW),Durham Average Weekly Transfer Volume (MGW),Total Realization Cost of Transfers to Raleigh,Total Realization Cost of Transfers to Durham
0,4.21213,0.340534,11.3563,-11.3563,0.15055,0.643406,1.08035,4.61708
1,4.36868,0.0530853,13.4191,-13.4191,0.024113,0.355546,0.173035,2.5514
2,2.12222,0.133272,12.8436,-12.8436,0,0.178822,0,1.28323
3,5.02274,0.238884,12.0858,-12.0858,0.0131735,0.177223,0.0945332,1.27175
4,8.84324,0.616226,9.37796,-9.37796,0.0951458,0.563868,0.682766,4.04632
5,2.57112,0.140525,12.7916,-12.7916,0.0193837,0.19347,0.139097,1.38834
6,6.81465,0.246593,12.0304,-12.0304,0.0549544,0.41364,0.394353,2.96828
7,3.55409,0.245177,12.0406,-12.0406,0.0688274,0.622598,0.493905,4.46776
8,5.07872,0.359459,11.2205,-11.2205,0.0639748,0.37376,0.459083,2.6821
9,10.1315,0.557285,9.80092,-9.80092,0.198635,0.634539,1.42541,4.55345
10,6.44703,0.316659,11.5277,-11.5277,0.0347826,0.162925,0.2496,1.16915
11,5.07693,0.321937,11.4898,-11.4898,0.0434689,0.179069,0.311933,1.285
12,7.73536,0.328284,11.4442,-11.4442,0,0.336623,0,2.41561
13,9.07687,0.39814,10.9429,-10.9429,0.129192,0.723478,0.927083,5.19168
14,6.00387,0.185798,12.4667,-12.4667,0.0324072,0.287412,0.232554,2.06247
15,13.4609,0.586489,9.59136,-9.59136,0.0540583,0.587226,0.387922,4.21394
16,5.28572,0.265426,11.8953,-11.8953,0.0524359,0.335133,0.37628,2.40491
17,13.065,0.755639,8.37753,-8.37753,0.159072,0.692921,1.1415,4.9724
18,7.91313,0.238884,12.0858,-12.0858,0.0129729,0.183833,0.0930937,1.31918
19,5.17035,0.345372,11.3216,-11.3216,0.0846795,0.0719525,0.60766,0.516331
20,3.41767,0.233073,12.1275,-12.1275,0.0270295,0.381493,0.193964,2.73759
21,4.53501,0.303566,11.6216,-11.6216,0.0599716,0.708777,0.430356,5.08618
22,4.00174,0.349886,11.2892,-11.2892,0.195188,0.699136,1.40067,5.017
23,2.48008,0.103016,13.0608,-13.0608,0.0135409,0.428036,0.0971694,3.07159
24,4.08077,0.238046,12.0918,-12.0918,0.0526397,0.194469,0.377742,1.39551
25,8.38464,0.499347,10.2167,-10.2167,0.146882,0.7346,1.05402,5.27149
26,8.38947,0.764376,8.31484,-8.31484,0.144447,0.314549,1.03655,2.25721
27,7.41649,0.35464,11.2551,-11.2551,0.131575,0.291614,0.944179,2.09262
28,4.88278,0.201298,12.3555,-12.3555,0.0486406,0.313423,0.349045,2.24912
29,7.28986,0.392386,10.9842,-10.9842,0.103887,0.818259,0.745493,5.87182
30,3.64485,0.264785,11.8999,-11.8999,0.0146411,0.448708,0.105065,3.21993
31,5.34262,0.263716,11.9076,-11.9076,0.0653438,0.834628,0.468907,5.98929
32,8.99455,0.4277,10.7308,-10.7308,0.166729,0.226359,1.19645,1.62435
33,5.78992,0.226881,12.1719,-12.1719,0.0309874,0.368314,0.222366,2.64302
34,3.29199,0.228357,12.1613,-12.1613,0.00711376,0.156283,0.0510484,1.12148
35,6.40264,0.223141,12.1987,-12.1987,0.0414606,0.361302,0.297521,2.5927
36,3.85689,0.185202,12.471,-12.471,0.0033057,0.114399,0.0237217,0.820929
37,7.66663,0.550063,9.85275,-9.85275,0.232797,0.696936,1.67055,5.00121
38,10.3998,0.599824,9.49566,-9.49566,0.148133,0.603844,1.063,4.33318
39,2.52595,0.174349,12.5489,-12.5489,0.0536554,0.0730397,0.385031,0.524133
40,4.38191,0.167884,12.5953,-12.5953,0.0285942,0.351644,0.205192,2.52339
41,3.37749,0.238884,12.0858,-12.0858,0.0681456,0.172086,0.489013,1.23489
42,3.54126,0.226968,12.1713,-12.1713,0.162274,0.495224,1.16448,3.55373
43,5.36438,0.235382,12.1109,-12.1109,0.0507915,0.104676,0.364479,0.751155
44,1.97165,0.132713,12.8477,-12.8477,0.0563666,0.447425,0.404487,3.21072
45,6.50838,0.241159,12.0694,-12.0694,0.0971975,0.260594,0.697489,1.87002
46,3.2531,0.177927,12.5232,-12.5232,0.070578,0.199698,0.506468,1.43303
47,5.54056,0.21514,12.2562,-12.2562,0.00421449,0.135545,0.0302432,0.97267
48,3.11552,0.132713,12.8477,-12.8477,0.00712529,0.147261,0.0511311,1.05674
49,2.08807,0.132713,12.8477,-12.8477,0.0353902,0.292348,0.25396,2.09789
50,3.78903,0.128084,12.8809,-12.8809,0.0426062,0.239694,0.305742,1.72005
51,3.11018,0.167549,12.5977,-12.5977,0.166298,0.571279,1.19335,4.0995
52,7.12288,0.530853,9.9906,-9.9906,0.0843971,0.156041,0.605634,1.11975
53,7.12541,0.336004,11.3888,-11.3888,0.00765357,0.451036,0.054922,3.23663
54,8.78933,0.39184,10.9882,-10.9882,0.0735274,0.321695,0.527632,2.30848
55,12.7219,0.638863,9.21552,-9.21552,0.108862,0.370459,0.781194,2.65841
56,2.57895,0.0762553,13.2528,-13.2528,0.0666654,0.32781,0.478391,2.35236
57,2.32785,0.0530853,13.4191,-13.4191,0.000460575,0.217732,0.00330508,1.56244
58,5.60174,0.340285,11.3581,-11.3581,0.191439,0.906099,1.37377,6.50216
59,8.67004,0.444148,10.6128,-10.6128,0.103758,0.402162,0.744569,2.88591
60,5.61166,0.298417,11.6586,-11.6586,0.0143486,0.206802,0.102966,1.48401
61,7.53021,0.336368,11.3862,-11.3862,0.117812,0.299116,0.84542,2.14646
62,1.08732,0.0412814,13.5038,-13.5038,0.0145803,0.212637,0.104628,1.52588
63,8.04804,0.442492,10.6247,-10.6247,0.0348709,0.164175,0.250233,1.17812
64,1.25166,0.114063,12.9815,-12.9815,0.0353541,0.456284,0.253701,3.27429
65,3.3886,0.132713,12.8477,-12.8477,0.00275077,0.307254,0.0197395,2.20485
66,2.92,0.180586,12.5041,-12.5041,0.0542704,0.550551,0.389444,3.95076
67,3.07989,0.0828563,13.2054,-13.2054,0,0.328224,0,2.35533
68,6.6084,0.222589,12.2027,-12.2027,0.0427658,0.35108,0.306888,2.51935
69,9.57938,0.525351,10.0301,-10.0301,0.0325384,0.355814,0.233496,2.55332
70,6.26391,0.384158,11.0433,-11.0433,0.0426884,0.679266,0.306332,4.87441
71,7.55228,0.630098,9.27842,-9.27842,0.0623624,0.666178,0.447513,4.78049
72,4.37886,0.212341,12.2762,-12.2762,0.061876,0.155979,0.444022,1.11931
73,5.67197,0.527211,10.0167,-10.0167,0.0262163,0.143097,0.188128,1.02687
74,5.34618,0.212341,12.2762,-12.2762,0.0979633,0.16109,0.702985,1.15598
75,3.35498,0.247344,12.0251,-12.0251,0.124226,0.393206,0.891446,2.82165
76,4.95355,0.379158,11.0792,-11.0792,0,0.115268,0,0.82716
77,2.69694,0.24423,12.0474,-12.0474,0,0.207519,0,1.48915
78,4.40677,0.132713,12.8477,-12.8477,0.00112735,0.267113,0.00808989,1.9168
79,6.25634,0.360372,11.214,-11.214,0.026551,0.217141,0.19053,1.55821
80,9.4011,0.503406,10.1876,-10.1876,0.104442,0.217369,0.749476,1.55984
81,12.2493,0.627456,9.29737,-9.29737,0.107014,0.315516,0.767932,2.26414
82,7.35026,0.424682,10.7525,-10.7525,0.00797401,0.532583,0.0572215,3.82181
83,6.16726,0.296161,11.6747,-11.6747,0.101718,0.232697,0.729928,1.66983
84,1.59043,0.118183,12.9519,-12.9519,0.012864,0.279881,0.0923124,2.00842
85,6.62723,0.462077,10.4841,-10.4841,0.0874186,0.200278,0.627316,1.43719
86,2.55529,0.185798,12.4667,-12.4667,0,0.0615436,0,0.441637
87,4.36364,0.159256,12.6572,-12.6572,0.00660339,0.217748,0.0473859,1.56256
88,2.92417,0.14206,12.7806,-12.7806,0.0288418,0.163117,0.206969,1.17052
89,5.09266,0.277594,11.808,-11.808,0.00490597,0.164371,0.0352053,1.17953
90,3.58402,0.222332,12.2045,-12.2045,0.0423457,0.0567608,0.303873,0.407316
91,10.6973,0.451225,10.562,-10.562,0.0495848,0.512327,0.35582,3.67646
92,2.93867,0.156865,12.6743,-12.6743,0.099831,0.462674,0.716388,3.32015
93,6.90744,0.483436,10.3309,-10.3309,0.0814716,0.215412,0.584641,1.54579
94,7.40826,0.361149,11.2084,-11.2084,0.0763366,0.558064,0.547792,4.00467
95,2.65735,0.150864,12.7174,-12.7174,0,0.143254,0,1.02799
96,8.9322,0.304251,11.6167,-11.6167,0.0597966,0.508958,0.4291,3.65228
97,3.15516,0.144514,12.763,-12.763,0.105088,0.0879265,0.754114,0.630961
98,3.13615,0.139365,12.7999,-12.7999,0,0.176779,0,1.26856
99,2.63077,0.277849,11.8062,-11.8062,0.128635,0.49183,0.923084,3.52937
